,P_winding1,P_winding2,P_Core,B_mean_leg_left,B_mean_leg_right,B_mean_leg_top,B_mean_leg_bottom
0,3.18739610920514,0.502373416033295,198.486728258975,0.351612443748143,0.339476742207253,0.371030424448559,0.368130527532343
