,Temp_max_core,Temp_mean_core,Temp_max_winding1,Temp_mean_winding1,Temp_max_winding2,Temp_mean_winding2,Temp_max_leg_left,Temp_max_leg_right,Temp_max_leg_top,Temp_max_leg_bottom,Temp_mean_leg_left,Temp_mean_leg_right,Temp_mean_leg_top,Temp_mean_leg_bottom
0,116.055535888672,73.0202538470498,81.5284057617188,76.2584866865889,49.9999938964844,49.9999938964847,86.4060913085938,116.055535888672,60.4674835381225,60.5463600785177,84.6041888131047,113.913063406561,56.7395853402583,56.7545450620765
