N1,N2,N1_layer,N2_layer,freq,per,w1,l1_top,l1_center,l1_side,l2,l2_gap,h1,h1_gap,h2_gap,N1_height_ratio,N1_fill_factor,N1_coil_diameter,N1_coil_zgap,N2_height_ratio,N2_fill_factor,N2_coil_diameter,N2_coil_zgap,N1_space_w,N1_space_l,N2_space_w,N2_space_l,N1_layer_gap,N2_layer_gap,N1_offset_ratio,N2_offset_ratio,N1_offset,N2_offset,cold_plate_x,cold_plate_y,cold_plate_z1,cold_plate_z2,mold_thick,thermal_conductivity,L11,L22,L33,M12,M13,k12,k13,k23,Lmt1,Lmt2,Llk12,Llk13,Llk23,Llk32,P_winding1,P_winding2,P_winding3,P_Core,B_mean_leg_left,B_mean_leg_right,B_mean_leg_center,B_mean_leg_top_left,B_mean_leg_top_right,B_mean_leg_bottom_left,B_mean_leg_bottom_right,Pass Number,Tetrahedra,Total Energy,Energy Error,Delta Energy,L11,L22,L33,M12,M13,k12,k13,k23,Lmt1,Lmt2,Llk12,Llk13,Llk23,Llk32,P_winding1,P_winding2,P_winding3,P_Core,B_mean_leg_left,B_mean_leg_right,B_mean_leg_center,B_mean_leg_top_left,B_mean_leg_top_right,B_mean_leg_bottom_left,B_mean_leg_bottom_right,Pass Number,Tetrahedra,Total Energy,Energy Error,Delta Energy,Temp_max_core,Temp_mean_core,Temp_max_winding1,Temp_mean_winding1,Temp_max_winding2,Temp_mean_winding2,Temp_max_winding3,Temp_mean_winding3,Temp_max_leg_left,Temp_max_leg_right,Temp_max_leg_center,Temp_max_leg_top_left,Temp_max_leg_top_right,Temp_max_leg_bottom_left,Temp_max_leg_bottom_right,Temp_mean_leg_left,Temp_mean_leg_right,Temp_mean_leg_center,Temp_mean_leg_top_left,Temp_mean_leg_top_right,Temp_mean_leg_bottom_left,Temp_mean_leg_bottom_right
4,4,1,1,,3355,171.9,75.007,140.2,44.864,181.56760200000002,42.7,339.1,9.376114999999986,31.97713,0.93,0.89,56.13461400000001,8.672482500000001,0.77,0.84,21.932988,5.222140000000003,49.4,30.1,9.7,7.8,7.9,9.4,0.21,0.36,2.4923849999999965,7.019369999999999,0.0,0.0,17.7,0.15,22.9,1.21,364.025074510617,369.174328624238,368.765679168267,362.206669580496,361.863691502566,0.988041181753197,0.987652374518736,0.976321683169462,355.370515543429,355.09088460511,8.65455896718838,8.93418990550655,8.77698054329349,9.05053755638009,217.634334630589,195.818935125561,207.964306962777,15644885.6722692,9.64753560460521,9.63130489350065,6.38183928833819,5.91069586159133,5.8647642699837,5.86306707808676,5.88298070580101,2,141080,261.49,0.7182,1.3262,364.025074510617,369.174328624238,368.765679168267,362.206669580496,361.863691502566,0.988041181753197,0.987652374518736,0.976321683169462,355.370515543429,355.09088460511,8.65455896718838,8.93418990550655,8.77698054329349,9.05053755638009,217.634334630589,195.818935125561,207.964306962777,15644885.6722692,9.64753560460521,9.63130489350065,6.38183928833819,5.91069586159133,5.8647642699837,5.86306707808676,5.88298070580101,2,141080,261.49,0.7182,1.3262,57.6963439941406,40.0538660705197,51.0305725097656,48.7347764374165,52.51259765625,38.0819781256592,49.8606811523438,38.9574290892286,39.2814270019531,38.9579711914063,57.6963439941406,37.7783990648729,36.4959465964875,35.409560554881,36.2110177132198,38.1888193306426,37.9606337168017,56.5775788404853,34.405619018984,33.75442014921,33.2910575918477,33.6666426591356
